assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_001_002077,STU_INST_001_0139,Science,Viva Voce,2025-09-02,80,8,10.8,D,First Term,Needs Improvement
ASS_INST_001_002078,STU_INST_001_0139,Physics,Assignment,2025-08-31,20,12,60.3,B2,First Term,Good
ASS_INST_001_002079,STU_INST_001_0139,Biology,Assignment,2025-08-16,20,14,74.5,B1,First Term,Very Good
ASS_INST_001_002080,STU_INST_001_0139,Biology,Practical Exam,2025-09-07,25,10,43.7,C2,Final Term,Needs Improvement
ASS_INST_001_002081,STU_INST_001_0139,Hindi,Half Yearly Exam,2025-08-31,50,24,49.7,C2,First Term,Needs Improvement
ASS_INST_001_002082,STU_INST_001_0139,Mathematics,Practical Exam,2025-07-10,80,33,41.3,C2,First Term,Needs Improvement
ASS_INST_001_002083,STU_INST_001_0140,Accountancy,Practical Exam,2025-05-30,25,13,55.7,C1,First Term,Satisfactory
ASS_INST_001_002084,STU_INST_001_0140,Biology,Viva Voce,2025-06-27,20,12,64.9,B2,Final Term,Good
ASS_INST_001_002085,STU_INST_001_0140,Science,Viva Voce,2025-08-25,50,12,24.9,D,Second Term,Needs Improvement
ASS_INST_001_002086,STU_INST_001_0140,Social Studies,Project Work,2025-09-13,100,33,33.6,D,First Term,Needs Improvement
ASS_INST_001_002087,STU_INST_001_0140,Sanskrit,Half Yearly Exam,2025-06-03,80,38,48.1,C2,First Term,Needs Improvement
ASS_INST_001_002088,STU_INST_001_0140,Computer Science,Quiz,2025-07-20,100,51,51.9,C1,First Term,Satisfactory
ASS_INST_001_002089,STU_INST_001_0140,Computer Science,Practical Exam,2025-05-27,25,13,53.6,C1,Second Term,Satisfactory
ASS_INST_001_002090,STU_INST_001_0140,English,Monthly Test,2025-08-09,80,34,42.8,C2,Second Term,Needs Improvement
ASS_INST_001_002091,STU_INST_001_0140,Economics,Practical Exam,2025-08-10,20,6,30.4,D,First Term,Needs Improvement
ASS_INST_001_002092,STU_INST_001_0140,Economics,Monthly Test,2025-08-14,100,64,64.0,B2,Final Term,Good
ASS_INST_001_002093,STU_INST_001_0140,Biology,Internal Assessment,2025-07-06,20,4,24.3,D,First Term,Needs Improvement
ASS_INST_001_002094,STU_INST_001_0140,Biology,Unit Test,2025-06-05,100,37,37.5,D,Second Term,Needs Improvement
ASS_INST_001_002095,STU_INST_001_0140,Computer Science,Monthly Test,2025-07-26,100,46,46.6,C2,Second Term,Needs Improvement
ASS_INST_001_002096,STU_INST_001_0140,Biology,Half Yearly Exam,2025-06-28,25,13,55.0,C1,Final Term,Satisfactory
ASS_INST_001_002097,STU_INST_001_0140,Mathematics,Viva Voce,2025-08-02,80,32,41.1,C2,Final Term,Needs Improvement
ASS_INST_001_002098,STU_INST_001_0140,Hindi,Half Yearly Exam,2025-08-19,100,59,59.9,C1,First Term,Satisfactory
ASS_INST_001_002099,STU_INST_001_0140,Computer Science,Viva Voce,2025-09-07,50,34,68.8,B2,Second Term,Good
ASS_INST_001_002100,STU_INST_001_0141,Economics,Monthly Test,2025-07-27,50,24,49.0,C2,First Term,Needs Improvement
ASS_INST_001_002101,STU_INST_001_0141,Social Studies,Viva Voce,2025-07-04,100,67,67.2,B2,Final Term,Good
ASS_INST_001_002102,STU_INST_001_0141,English,Internal Assessment,2025-08-20,25,16,64.6,B2,First Term,Good
ASS_INST_001_002103,STU_INST_001_0141,Computer Science,Final Exam,2025-06-14,100,54,54.0,C1,First Term,Satisfactory
ASS_INST_001_002104,STU_INST_001_0141,Economics,Project Work,2025-08-29,100,25,25.9,D,Second Term,Needs Improvement
ASS_INST_001_002105,STU_INST_001_0141,English,Monthly Test,2025-07-06,50,33,66.6,B2,First Term,Good
ASS_INST_001_002106,STU_INST_001_0141,Social Studies,Practical Exam,2025-07-04,50,34,68.5,B2,Second Term,Good
ASS_INST_001_002107,STU_INST_001_0141,Sanskrit,Monthly Test,2025-07-01,100,79,79.8,B1,Final Term,Very Good
ASS_INST_001_002108,STU_INST_001_0141,Chemistry,Half Yearly Exam,2025-06-29,20,10,54.2,C1,First Term,Satisfactory
ASS_INST_001_002109,STU_INST_001_0141,Accountancy,Quiz,2025-08-26,100,48,48.2,C2,First Term,Needs Improvement
ASS_INST_001_002110,STU_INST_001_0141,Computer Science,Final Exam,2025-06-17,50,21,43.7,C2,Second Term,Needs Improvement
ASS_INST_001_002111,STU_INST_001_0141,English,Monthly Test,2025-08-10,100,6,6.2,D,Final Term,Needs Improvement
ASS_INST_001_002112,STU_INST_001_0141,Physics,Unit Test,2025-08-06,80,42,52.9,C1,Second Term,Satisfactory
ASS_INST_001_002113,STU_INST_001_0141,English,Quiz,2025-07-28,50,50,100.0,A1,Second Term,Outstanding
ASS_INST_001_002114,STU_INST_001_0141,Chemistry,Quiz,2025-07-04,80,66,83.1,A2,Final Term,Excellent
ASS_INST_001_002115,STU_INST_001_0142,Mathematics,Practical Exam,2025-07-18,20,6,33.7,D,Final Term,Needs Improvement
ASS_INST_001_002116,STU_INST_001_0142,Hindi,Quiz,2025-09-06,80,33,42.3,C2,Final Term,Needs Improvement
ASS_INST_001_002117,STU_INST_001_0142,Accountancy,Assignment,2025-08-24,20,8,42.2,C2,Final Term,Needs Improvement
ASS_INST_001_002118,STU_INST_001_0142,Computer Science,Unit Test,2025-08-19,20,15,76.7,B1,Second Term,Very Good
ASS_INST_001_002119,STU_INST_001_0142,Science,Practical Exam,2025-05-19,25,22,91.6,A1,Final Term,Outstanding
ASS_INST_001_002120,STU_INST_001_0142,Mathematics,Viva Voce,2025-08-29,25,13,53.2,C1,Final Term,Satisfactory
ASS_INST_001_002121,STU_INST_001_0142,Hindi,Project Work,2025-08-13,100,56,56.3,C1,Second Term,Satisfactory
ASS_INST_001_002122,STU_INST_001_0142,Computer Science,Internal Assessment,2025-07-23,20,12,60.9,B2,Second Term,Good
ASS_INST_001_002123,STU_INST_001_0142,Mathematics,Internal Assessment,2025-07-02,25,12,51.3,C1,Final Term,Satisfactory
ASS_INST_001_002124,STU_INST_001_0142,Social Studies,Internal Assessment,2025-05-29,100,56,56.6,C1,First Term,Satisfactory
ASS_INST_001_002125,STU_INST_001_0142,Biology,Monthly Test,2025-06-11,100,52,52.4,C1,Second Term,Satisfactory
ASS_INST_001_002126,STU_INST_001_0142,Sanskrit,Half Yearly Exam,2025-06-21,80,48,60.2,B2,First Term,Good
ASS_INST_001_002127,STU_INST_001_0142,English,Practical Exam,2025-07-22,50,7,15.5,D,First Term,Needs Improvement
ASS_INST_001_002128,STU_INST_001_0142,Mathematics,Half Yearly Exam,2025-07-15,100,42,42.9,C2,Final Term,Needs Improvement
ASS_INST_001_002129,STU_INST_001_0143,English,Half Yearly Exam,2025-08-27,100,20,20.1,D,Final Term,Needs Improvement
ASS_INST_001_002130,STU_INST_001_0143,Mathematics,Assignment,2025-07-15,25,13,53.9,C1,Second Term,Satisfactory
ASS_INST_001_002131,STU_INST_001_0143,Hindi,Monthly Test,2025-06-25,25,6,27.3,D,Second Term,Needs Improvement
ASS_INST_001_002132,STU_INST_001_0143,Mathematics,Unit Test,2025-08-30,20,2,13.3,D,First Term,Needs Improvement
ASS_INST_001_002133,STU_INST_001_0143,Accountancy,Internal Assessment,2025-08-18,100,9,9.2,D,Second Term,Needs Improvement
ASS_INST_001_002134,STU_INST_001_0143,Hindi,Final Exam,2025-06-30,80,39,49.5,C2,Final Term,Needs Improvement
ASS_INST_001_002135,STU_INST_001_0143,Accountancy,Half Yearly Exam,2025-08-08,20,4,24.7,D,First Term,Needs Improvement
ASS_INST_001_002136,STU_INST_001_0143,Sanskrit,Monthly Test,2025-08-26,50,19,39.0,D,Final Term,Needs Improvement
ASS_INST_001_002137,STU_INST_001_0143,Physics,Unit Test,2025-06-02,25,17,69.9,B2,First Term,Good
ASS_INST_001_002138,STU_INST_001_0143,Sanskrit,Assignment,2025-06-25,20,9,48.2,C2,First Term,Needs Improvement
ASS_INST_001_002139,STU_INST_001_0143,Sanskrit,Final Exam,2025-07-02,25,8,32.3,D,First Term,Needs Improvement
ASS_INST_001_002140,STU_INST_001_0143,Chemistry,Project Work,2025-07-29,20,4,20.3,D,First Term,Needs Improvement
ASS_INST_001_002141,STU_INST_001_0144,Computer Science,Assignment,2025-07-20,25,12,51.7,C1,Final Term,Satisfactory
ASS_INST_001_002142,STU_INST_001_0144,Hindi,Assignment,2025-09-15,100,41,41.6,C2,First Term,Needs Improvement
ASS_INST_001_002143,STU_INST_001_0144,Mathematics,Final Exam,2025-08-17,25,13,54.3,C1,First Term,Satisfactory
ASS_INST_001_002144,STU_INST_001_0144,Hindi,Unit Test,2025-08-30,100,0,1.0,D,Second Term,Needs Improvement
ASS_INST_001_002145,STU_INST_001_0144,Sanskrit,Half Yearly Exam,2025-06-08,25,16,64.3,B2,Second Term,Good
ASS_INST_001_002146,STU_INST_001_0144,Biology,Internal Assessment,2025-08-02,80,10,13.0,D,Second Term,Needs Improvement
ASS_INST_001_002147,STU_INST_001_0144,Biology,Monthly Test,2025-07-18,20,7,35.2,D,First Term,Needs Improvement
ASS_INST_001_002148,STU_INST_001_0144,Physics,Half Yearly Exam,2025-09-04,20,13,68.9,B2,Final Term,Good
ASS_INST_001_002149,STU_INST_001_0144,Accountancy,Project Work,2025-06-04,20,0,3.7,D,First Term,Needs Improvement
ASS_INST_001_002150,STU_INST_001_0144,Science,Assignment,2025-05-26,20,8,42.3,C2,First Term,Needs Improvement
ASS_INST_001_002151,STU_INST_001_0144,Mathematics,Final Exam,2025-06-25,20,7,38.9,D,Second Term,Needs Improvement
ASS_INST_001_002152,STU_INST_001_0144,Mathematics,Internal Assessment,2025-09-12,20,8,43.4,C2,Second Term,Needs Improvement
ASS_INST_001_002153,STU_INST_001_0144,Chemistry,Project Work,2025-06-30,80,40,50.3,C1,First Term,Satisfactory
ASS_INST_001_002154,STU_INST_001_0145,Social Studies,Monthly Test,2025-08-06,100,32,32.5,D,First Term,Needs Improvement
ASS_INST_001_002155,STU_INST_001_0145,Physics,Quiz,2025-08-22,25,2,8.1,D,Second Term,Needs Improvement
ASS_INST_001_002156,STU_INST_001_0145,Social Studies,Viva Voce,2025-08-21,25,8,34.0,D,Second Term,Needs Improvement
ASS_INST_001_002157,STU_INST_001_0145,Economics,Quiz,2025-06-21,100,31,31.9,D,First Term,Needs Improvement
ASS_INST_001_002158,STU_INST_001_0145,Science,Unit Test,2025-05-20,50,15,31.2,D,First Term,Needs Improvement
ASS_INST_001_002159,STU_INST_001_0145,Accountancy,Unit Test,2025-07-29,20,13,69.8,B2,Second Term,Good
ASS_INST_001_002160,STU_INST_001_0145,Accountancy,Project Work,2025-06-19,100,56,56.3,C1,First Term,Satisfactory
ASS_INST_001_002161,STU_INST_001_0145,Economics,Practical Exam,2025-08-24,20,13,65.1,B2,First Term,Good
ASS_INST_001_002162,STU_INST_001_0145,Social Studies,Half Yearly Exam,2025-06-04,25,9,38.4,D,Final Term,Needs Improvement
ASS_INST_001_002163,STU_INST_001_0145,Hindi,Unit Test,2025-08-19,50,32,64.4,B2,First Term,Good
ASS_INST_001_002164,STU_INST_001_0145,Sanskrit,Quiz,2025-06-23,80,13,16.8,D,Second Term,Needs Improvement
ASS_INST_001_002165,STU_INST_001_0145,Social Studies,Final Exam,2025-07-25,20,5,25.8,D,First Term,Needs Improvement
ASS_INST_001_002166,STU_INST_001_0146,Sanskrit,Project Work,2025-09-03,100,31,31.9,D,Final Term,Needs Improvement
ASS_INST_001_002167,STU_INST_001_0146,Physics,Practical Exam,2025-09-12,25,8,33.4,D,Second Term,Needs Improvement
ASS_INST_001_002168,STU_INST_001_0146,Social Studies,Assignment,2025-09-01,100,43,43.1,C2,Second Term,Needs Improvement
ASS_INST_001_002169,STU_INST_001_0146,Social Studies,Monthly Test,2025-06-14,80,36,46.0,C2,First Term,Needs Improvement
ASS_INST_001_002170,STU_INST_001_0146,Hindi,Viva Voce,2025-05-21,50,25,50.1,C1,Second Term,Satisfactory
ASS_INST_001_002171,STU_INST_001_0146,Mathematics,Practical Exam,2025-05-30,80,59,73.8,B1,Second Term,Very Good
ASS_INST_001_002172,STU_INST_001_0146,English,Final Exam,2025-07-09,25,3,14.9,D,Final Term,Needs Improvement
ASS_INST_001_002173,STU_INST_001_0146,Accountancy,Viva Voce,2025-08-17,50,10,20.7,D,Second Term,Needs Improvement
ASS_INST_001_002174,STU_INST_001_0146,Accountancy,Assignment,2025-06-07,20,0,0.0,D,Final Term,Needs Improvement
ASS_INST_001_002175,STU_INST_001_0146,Mathematics,Half Yearly Exam,2025-09-03,20,5,27.2,D,First Term,Needs Improvement
ASS_INST_001_002176,STU_INST_001_0146,Computer Science,Quiz,2025-08-31,80,27,34.4,D,Final Term,Needs Improvement
ASS_INST_001_002177,STU_INST_001_0146,Economics,Project Work,2025-08-22,25,7,29.8,D,Final Term,Needs Improvement
ASS_INST_001_002178,STU_INST_001_0146,Hindi,Viva Voce,2025-06-24,80,17,21.9,D,First Term,Needs Improvement
ASS_INST_001_002179,STU_INST_001_0147,Accountancy,Assignment,2025-06-14,100,57,57.1,C1,First Term,Satisfactory
ASS_INST_001_002180,STU_INST_001_0147,English,Assignment,2025-08-15,20,9,48.5,C2,First Term,Needs Improvement
ASS_INST_001_002181,STU_INST_001_0147,Biology,Project Work,2025-07-23,100,39,39.6,D,First Term,Needs Improvement
ASS_INST_001_002182,STU_INST_001_0147,Social Studies,Internal Assessment,2025-08-25,100,58,58.2,C1,First Term,Satisfactory
ASS_INST_001_002183,STU_INST_001_0147,Mathematics,Unit Test,2025-07-20,80,36,45.2,C2,Final Term,Needs Improvement
ASS_INST_001_002184,STU_INST_001_0147,Chemistry,Viva Voce,2025-07-18,20,15,76.3,B1,Final Term,Very Good
ASS_INST_001_002185,STU_INST_001_0147,Sanskrit,Internal Assessment,2025-07-11,25,13,52.6,C1,First Term,Satisfactory
ASS_INST_001_002186,STU_INST_001_0147,Accountancy,Project Work,2025-08-24,100,49,49.2,C2,Second Term,Needs Improvement
ASS_INST_001_002187,STU_INST_001_0147,Science,Practical Exam,2025-06-03,50,30,60.2,B2,First Term,Good
ASS_INST_001_002188,STU_INST_001_0147,Mathematics,Monthly Test,2025-06-16,50,9,19.4,D,Final Term,Needs Improvement
ASS_INST_001_002189,STU_INST_001_0147,Social Studies,Quiz,2025-06-05,50,38,77.3,B1,Final Term,Very Good
ASS_INST_001_002190,STU_INST_001_0147,Chemistry,Monthly Test,2025-09-14,80,55,69.6,B2,First Term,Good
ASS_INST_001_002191,STU_INST_001_0148,Physics,Viva Voce,2025-09-13,80,26,33.7,D,Second Term,Needs Improvement
ASS_INST_001_002192,STU_INST_001_0148,English,Project Work,2025-07-09,80,22,27.6,D,First Term,Needs Improvement
ASS_INST_001_002193,STU_INST_001_0148,Economics,Final Exam,2025-09-12,25,7,29.8,D,Final Term,Needs Improvement
ASS_INST_001_002194,STU_INST_001_0148,Accountancy,Assignment,2025-06-04,80,18,22.6,D,First Term,Needs Improvement
ASS_INST_001_002195,STU_INST_001_0148,Social Studies,Quiz,2025-08-02,25,4,17.5,D,Final Term,Needs Improvement
ASS_INST_001_002196,STU_INST_001_0148,Computer Science,Viva Voce,2025-07-30,50,11,22.0,D,Final Term,Needs Improvement
ASS_INST_001_002197,STU_INST_001_0148,English,Half Yearly Exam,2025-06-22,25,0,0.4,D,Final Term,Needs Improvement
ASS_INST_001_002198,STU_INST_001_0148,Economics,Monthly Test,2025-07-21,50,20,41.5,C2,First Term,Needs Improvement
ASS_INST_001_002199,STU_INST_001_0148,Chemistry,Quiz,2025-09-08,50,22,45.5,C2,Final Term,Needs Improvement
ASS_INST_001_002200,STU_INST_001_0148,Sanskrit,Unit Test,2025-06-24,20,14,71.1,B1,Final Term,Very Good
ASS_INST_001_002201,STU_INST_001_0148,Economics,Practical Exam,2025-06-17,50,32,65.8,B2,First Term,Good
ASS_INST_001_002202,STU_INST_001_0148,Sanskrit,Quiz,2025-07-05,80,27,34.8,D,First Term,Needs Improvement
ASS_INST_001_002203,STU_INST_001_0148,Accountancy,Practical Exam,2025-08-20,25,10,43.5,C2,First Term,Needs Improvement
ASS_INST_001_002204,STU_INST_001_0148,Sanskrit,Monthly Test,2025-09-01,50,33,67.9,B2,Second Term,Good
ASS_INST_001_002205,STU_INST_001_0148,Sanskrit,Final Exam,2025-07-16,50,19,39.9,D,Second Term,Needs Improvement
ASS_INST_001_002206,STU_INST_001_0148,Science,Practical Exam,2025-05-19,20,10,51.1,C1,Final Term,Satisfactory
ASS_INST_001_002207,STU_INST_001_0148,Science,Practical Exam,2025-08-17,20,7,37.1,D,First Term,Needs Improvement
ASS_INST_001_002208,STU_INST_001_0149,Sanskrit,Quiz,2025-05-30,50,23,46.6,C2,First Term,Needs Improvement
ASS_INST_001_002209,STU_INST_001_0149,Social Studies,Unit Test,2025-07-13,20,9,47.4,C2,Final Term,Needs Improvement
ASS_INST_001_002210,STU_INST_001_0149,Chemistry,Practical Exam,2025-08-24,20,7,39.7,D,Final Term,Needs Improvement
ASS_INST_001_002211,STU_INST_001_0149,Biology,Unit Test,2025-09-13,50,32,65.1,B2,First Term,Good
ASS_INST_001_002212,STU_INST_001_0149,Economics,Monthly Test,2025-07-23,20,6,30.4,D,Final Term,Needs Improvement
ASS_INST_001_002213,STU_INST_001_0149,Economics,Unit Test,2025-07-19,20,9,48.0,C2,First Term,Needs Improvement
ASS_INST_001_002214,STU_INST_001_0149,Accountancy,Viva Voce,2025-07-15,100,78,78.0,B1,Final Term,Very Good
ASS_INST_001_002215,STU_INST_001_0149,Physics,Final Exam,2025-07-06,100,51,51.5,C1,Second Term,Satisfactory
ASS_INST_001_002216,STU_INST_001_0149,Economics,Assignment,2025-08-22,80,25,31.6,D,Second Term,Needs Improvement
ASS_INST_001_002217,STU_INST_001_0149,Economics,Unit Test,2025-07-18,20,10,52.2,C1,Second Term,Satisfactory
ASS_INST_001_002218,STU_INST_001_0149,Hindi,Assignment,2025-06-30,100,89,89.7,A2,Second Term,Excellent
ASS_INST_001_002219,STU_INST_001_0149,English,Half Yearly Exam,2025-05-29,80,37,46.6,C2,Second Term,Needs Improvement
ASS_INST_001_002220,STU_INST_001_0149,Sanskrit,Practical Exam,2025-06-17,20,12,60.2,B2,First Term,Good
ASS_INST_001_002221,STU_INST_001_0150,Economics,Practical Exam,2025-07-19,20,12,61.2,B2,Final Term,Good
ASS_INST_001_002222,STU_INST_001_0150,Social Studies,Final Exam,2025-09-01,50,33,66.1,B2,First Term,Good
ASS_INST_001_002223,STU_INST_001_0150,Sanskrit,Half Yearly Exam,2025-06-23,100,59,59.7,C1,First Term,Satisfactory
ASS_INST_001_002224,STU_INST_001_0150,English,Internal Assessment,2025-08-25,25,10,42.8,C2,Final Term,Needs Improvement
ASS_INST_001_002225,STU_INST_001_0150,English,Viva Voce,2025-08-02,20,13,67.9,B2,Final Term,Good
ASS_INST_001_002226,STU_INST_001_0150,Mathematics,Internal Assessment,2025-06-15,50,19,39.1,D,Second Term,Needs Improvement
ASS_INST_001_002227,STU_INST_001_0150,Accountancy,Internal Assessment,2025-08-15,50,27,55.5,C1,First Term,Satisfactory
ASS_INST_001_002228,STU_INST_001_0150,Social Studies,Half Yearly Exam,2025-06-08,100,95,95.5,A1,Second Term,Outstanding
ASS_INST_001_002229,STU_INST_001_0150,Economics,Unit Test,2025-06-01,100,59,59.8,C1,Second Term,Satisfactory
ASS_INST_001_002230,STU_INST_001_0150,Computer Science,Practical Exam,2025-06-09,50,22,44.5,C2,Second Term,Needs Improvement
ASS_INST_001_002231,STU_INST_001_0150,Social Studies,Viva Voce,2025-07-19,100,65,65.5,B2,First Term,Good
ASS_INST_001_002232,STU_INST_001_0150,Economics,Monthly Test,2025-05-30,100,51,51.2,C1,Second Term,Satisfactory
ASS_INST_001_002233,STU_INST_001_0150,Physics,Quiz,2025-09-12,100,63,63.1,B2,First Term,Good
ASS_INST_001_002234,STU_INST_001_0150,English,Half Yearly Exam,2025-07-06,20,7,39.9,D,Second Term,Needs Improvement
ASS_INST_001_002235,STU_INST_001_0150,Biology,Half Yearly Exam,2025-09-10,50,37,75.2,B1,First Term,Very Good
ASS_INST_001_002236,STU_INST_001_0151,Sanskrit,Monthly Test,2025-07-26,80,34,43.1,C2,Second Term,Needs Improvement
ASS_INST_001_002237,STU_INST_001_0151,Mathematics,Final Exam,2025-07-19,25,5,22.8,D,Final Term,Needs Improvement
ASS_INST_001_002238,STU_INST_001_0151,Social Studies,Assignment,2025-09-15,100,47,47.4,C2,Second Term,Needs Improvement
ASS_INST_001_002239,STU_INST_001_0151,Chemistry,Project Work,2025-09-05,80,60,75.7,B1,Second Term,Very Good
ASS_INST_001_002240,STU_INST_001_0151,Computer Science,Quiz,2025-06-15,50,13,26.5,D,Final Term,Needs Improvement
ASS_INST_001_002241,STU_INST_001_0151,Hindi,Unit Test,2025-08-28,80,43,54.5,C1,Second Term,Satisfactory
ASS_INST_001_002242,STU_INST_001_0151,Chemistry,Project Work,2025-09-01,50,24,48.4,C2,Final Term,Needs Improvement
ASS_INST_001_002243,STU_INST_001_0151,Sanskrit,Unit Test,2025-09-14,100,48,48.1,C2,First Term,Needs Improvement
ASS_INST_001_002244,STU_INST_001_0151,Biology,Viva Voce,2025-07-21,25,14,57.1,C1,First Term,Satisfactory
ASS_INST_001_002245,STU_INST_001_0151,Physics,Practical Exam,2025-08-20,25,8,35.9,D,Second Term,Needs Improvement
ASS_INST_001_002246,STU_INST_001_0151,Economics,Internal Assessment,2025-06-16,50,21,43.6,C2,Second Term,Needs Improvement
ASS_INST_001_002247,STU_INST_001_0151,Sanskrit,Internal Assessment,2025-08-25,100,42,42.6,C2,Final Term,Needs Improvement
ASS_INST_001_002248,STU_INST_001_0152,English,Assignment,2025-07-15,50,19,38.0,D,Second Term,Needs Improvement
ASS_INST_001_002249,STU_INST_001_0152,Physics,Assignment,2025-07-21,50,30,61.7,B2,Second Term,Good
ASS_INST_001_002250,STU_INST_001_0152,Science,Quiz,2025-08-02,25,11,46.9,C2,First Term,Needs Improvement
ASS_INST_001_002251,STU_INST_001_0152,Mathematics,Assignment,2025-08-10,50,43,86.4,A2,First Term,Excellent
ASS_INST_001_002252,STU_INST_001_0152,Sanskrit,Viva Voce,2025-07-20,25,11,44.3,C2,Final Term,Needs Improvement
ASS_INST_001_002253,STU_INST_001_0152,Mathematics,Internal Assessment,2025-06-16,50,14,29.7,D,First Term,Needs Improvement
ASS_INST_001_002254,STU_INST_001_0152,Hindi,Project Work,2025-07-09,25,18,73.6,B1,First Term,Very Good
ASS_INST_001_002255,STU_INST_001_0152,Science,Assignment,2025-07-12,20,8,40.0,C2,Final Term,Needs Improvement
ASS_INST_001_002256,STU_INST_001_0152,Mathematics,Monthly Test,2025-09-14,25,7,31.6,D,First Term,Needs Improvement
ASS_INST_001_002257,STU_INST_001_0152,Physics,Assignment,2025-09-05,25,15,60.4,B2,Final Term,Good
ASS_INST_001_002258,STU_INST_001_0152,English,Practical Exam,2025-08-30,80,61,77.4,B1,Final Term,Very Good
ASS_INST_001_002259,STU_INST_001_0152,Computer Science,Viva Voce,2025-06-08,25,16,66.7,B2,Final Term,Good
ASS_INST_001_002260,STU_INST_001_0152,Mathematics,Quiz,2025-06-12,20,8,43.1,C2,First Term,Needs Improvement
ASS_INST_001_002261,STU_INST_001_0152,English,Quiz,2025-06-06,50,27,55.8,C1,Final Term,Satisfactory
ASS_INST_001_002262,STU_INST_001_0152,Sanskrit,Half Yearly Exam,2025-05-26,20,9,48.3,C2,Final Term,Needs Improvement
ASS_INST_001_002263,STU_INST_001_0153,Economics,Practical Exam,2025-07-08,25,20,80.7,A2,Second Term,Excellent
