mapping_id,mentor_id,student_id,assigned_date,status,last_interaction,interaction_type,interaction_frequency,communication_mode,parent_contact_frequency,academic_support_provided,counseling_sessions
MAP_INST_001_000631,MEN_INST_001_007,STU_INST_001_0631,2025-07-22,Active,2025-08-29,Counseling Session,Bi-weekly,WhatsApp,Weekly,False,4
MAP_INST_001_000632,MEN_INST_001_008,STU_INST_001_0632,2024-12-16,Active,2025-09-16,Behavioral Discussion,Bi-weekly,WhatsApp,Monthly,False,4
MAP_INST_001_000633,MEN_INST_001_009,STU_INST_001_0633,2025-04-17,Active,2025-09-10,Parent Meeting,Weekly,WhatsApp,Fortnightly,False,3
MAP_INST_001_000634,MEN_INST_001_010,STU_INST_001_0634,2024-12-16,Active,2025-09-07,Parent Meeting,Weekly,Email,Monthly,True,4
MAP_INST_001_000635,MEN_INST_001_011,STU_INST_001_0635,2024-05-14,Active,2025-09-05,Counseling Session,Weekly,Email,Fortnightly,True,3
MAP_INST_001_000636,MEN_INST_001_012,STU_INST_001_0636,2024-09-17,Active,2025-09-03,Counseling Session,Weekly,WhatsApp,Monthly,True,3
MAP_INST_001_000637,MEN_INST_001_013,STU_INST_001_0637,2024-02-08,Active,2025-09-13,Progress Update,Daily,SMS,Weekly,False,2
MAP_INST_001_000638,MEN_INST_001_014,STU_INST_001_0638,2024-11-18,Active,2025-09-06,Behavioral Discussion,Monthly,Email,Monthly,False,3
MAP_INST_001_000639,MEN_INST_001_015,STU_INST_001_0639,2024-07-18,Active,2025-09-05,Progress Update,Monthly,Phone Call,As Needed,True,4
MAP_INST_001_000640,MEN_INST_001_016,STU_INST_001_0640,2023-10-12,Active,2025-08-26,Academic Review,Weekly,In Person,Weekly,False,5
MAP_INST_001_000641,MEN_INST_001_017,STU_INST_001_0641,2024-05-11,Active,2025-08-29,Counseling Session,Bi-weekly,Phone Call,As Needed,True,0
MAP_INST_001_000642,MEN_INST_001_018,STU_INST_001_0642,2024-03-02,Active,2025-09-15,Academic Review,Weekly,In Person,Monthly,False,2
MAP_INST_001_000643,MEN_INST_001_019,STU_INST_001_0643,2024-10-02,Active,2025-09-03,Progress Update,Weekly,SMS,Weekly,True,3
MAP_INST_001_000644,MEN_INST_001_020,STU_INST_001_0644,2025-02-18,Active,2025-09-07,Behavioral Discussion,Bi-weekly,Email,As Needed,False,2
MAP_INST_001_000645,MEN_INST_001_021,STU_INST_001_0645,2023-12-25,Active,2025-09-05,Behavioral Discussion,Daily,WhatsApp,Monthly,True,1
MAP_INST_001_000646,MEN_INST_001_022,STU_INST_001_0646,2024-09-22,Active,2025-08-28,Progress Update,Bi-weekly,Email,As Needed,True,2
MAP_INST_001_000647,MEN_INST_001_023,STU_INST_001_0647,2024-10-14,Active,2025-09-06,Parent Meeting,Bi-weekly,SMS,As Needed,False,3
MAP_INST_001_000648,MEN_INST_001_024,STU_INST_001_0648,2023-12-28,Active,2025-09-03,Behavioral Discussion,Bi-weekly,WhatsApp,Monthly,False,1
MAP_INST_001_000649,MEN_INST_001_001,STU_INST_001_0649,2025-06-30,Active,2025-09-12,Progress Update,Bi-weekly,Phone Call,Monthly,True,4
MAP_INST_001_000650,MEN_INST_001_002,STU_INST_001_0650,2025-02-17,Active,2025-08-28,Parent Meeting,Weekly,WhatsApp,Weekly,True,0
MAP_INST_001_000651,MEN_INST_001_003,STU_INST_001_0651,2025-05-26,Active,2025-08-31,Behavioral Discussion,Weekly,SMS,Fortnightly,True,1
MAP_INST_001_000652,MEN_INST_001_004,STU_INST_001_0652,2025-08-02,Active,2025-09-10,Progress Update,Daily,In Person,Monthly,False,0
MAP_INST_001_000653,MEN_INST_001_005,STU_INST_001_0653,2024-06-02,Active,2025-09-09,Progress Update,Monthly,SMS,Fortnightly,True,0
MAP_INST_001_000654,MEN_INST_001_006,STU_INST_001_0654,2024-12-22,Active,2025-09-01,Counseling Session,Weekly,In Person,Monthly,False,2
MAP_INST_001_000655,MEN_INST_001_007,STU_INST_001_0655,2024-03-17,Active,2025-09-11,Academic Review,Monthly,WhatsApp,As Needed,False,2
MAP_INST_001_000656,MEN_INST_001_008,STU_INST_001_0656,2025-03-27,Active,2025-09-10,Counseling Session,Bi-weekly,Email,As Needed,True,2
MAP_INST_001_000657,MEN_INST_001_009,STU_INST_001_0657,2024-05-22,Active,2025-08-28,Academic Review,Bi-weekly,Email,Fortnightly,False,4
MAP_INST_001_000658,MEN_INST_001_010,STU_INST_001_0658,2023-09-28,Active,2025-08-30,Academic Review,Bi-weekly,WhatsApp,Weekly,False,4
MAP_INST_001_000659,MEN_INST_001_011,STU_INST_001_0659,2024-05-22,Active,2025-09-12,Behavioral Discussion,Daily,SMS,Weekly,False,1
MAP_INST_001_000660,MEN_INST_001_012,STU_INST_001_0660,2025-05-26,Active,2025-09-05,Parent Meeting,Bi-weekly,WhatsApp,Weekly,True,1
MAP_INST_001_000661,MEN_INST_001_013,STU_INST_001_0661,2024-08-07,Active,2025-09-14,Academic Review,Bi-weekly,Email,Weekly,False,3
MAP_INST_001_000662,MEN_INST_001_014,STU_INST_001_0662,2024-09-05,Active,2025-09-02,Behavioral Discussion,Bi-weekly,Email,Weekly,False,1
MAP_INST_001_000663,MEN_INST_001_015,STU_INST_001_0663,2025-06-21,Active,2025-09-06,Progress Update,Bi-weekly,Phone Call,As Needed,True,3
MAP_INST_001_000664,MEN_INST_001_016,STU_INST_001_0664,2025-03-19,Active,2025-09-07,Academic Review,Monthly,Email,Weekly,False,1
MAP_INST_001_000665,MEN_INST_001_017,STU_INST_001_0665,2024-10-09,Active,2025-09-02,Counseling Session,Weekly,SMS,As Needed,True,1
MAP_INST_001_000666,MEN_INST_001_018,STU_INST_001_0666,2025-08-13,Active,2025-09-16,Behavioral Discussion,Daily,WhatsApp,As Needed,True,5
MAP_INST_001_000667,MEN_INST_001_019,STU_INST_001_0667,2024-09-30,Active,2025-09-05,Academic Review,Daily,WhatsApp,As Needed,False,5
MAP_INST_001_000668,MEN_INST_001_020,STU_INST_001_0668,2024-05-14,Active,2025-09-04,Progress Update,Weekly,Phone Call,Monthly,True,3
MAP_INST_001_000669,MEN_INST_001_021,STU_INST_001_0669,2024-11-28,Active,2025-09-10,Academic Review,Bi-weekly,SMS,Fortnightly,False,5
MAP_INST_001_000670,MEN_INST_001_022,STU_INST_001_0670,2025-08-12,Active,2025-09-02,Progress Update,Bi-weekly,In Person,Weekly,True,2
MAP_INST_001_000671,MEN_INST_001_023,STU_INST_001_0671,2024-04-23,Active,2025-09-08,Progress Update,Daily,Phone Call,Weekly,False,4
MAP_INST_001_000672,MEN_INST_001_024,STU_INST_001_0672,2024-01-07,Active,2025-09-09,Parent Meeting,Daily,Phone Call,Monthly,True,2
MAP_INST_001_000673,MEN_INST_001_001,STU_INST_001_0673,2024-07-29,Active,2025-09-15,Parent Meeting,Weekly,SMS,Weekly,False,3
MAP_INST_001_000674,MEN_INST_001_002,STU_INST_001_0674,2024-11-12,Active,2025-09-04,Behavioral Discussion,Monthly,SMS,Fortnightly,False,2
MAP_INST_001_000675,MEN_INST_001_003,STU_INST_001_0675,2024-01-17,Active,2025-09-15,Behavioral Discussion,Daily,SMS,Fortnightly,True,5
MAP_INST_001_000676,MEN_INST_001_004,STU_INST_001_0676,2023-11-14,Active,2025-09-16,Parent Meeting,Bi-weekly,In Person,Weekly,False,1
MAP_INST_001_000677,MEN_INST_001_005,STU_INST_001_0677,2024-04-29,Active,2025-09-07,Academic Review,Daily,WhatsApp,Fortnightly,False,0
MAP_INST_001_000678,MEN_INST_001_006,STU_INST_001_0678,2024-04-30,Active,2025-09-03,Progress Update,Daily,WhatsApp,As Needed,True,5
MAP_INST_001_000679,MEN_INST_001_007,STU_INST_001_0679,2024-05-29,Active,2025-08-27,Behavioral Discussion,Weekly,WhatsApp,Weekly,True,5
MAP_INST_001_000680,MEN_INST_001_008,STU_INST_001_0680,2025-02-10,Active,2025-08-26,Academic Review,Daily,Email,Weekly,True,3
MAP_INST_001_000681,MEN_INST_001_009,STU_INST_001_0681,2024-01-08,Active,2025-09-11,Parent Meeting,Weekly,SMS,Weekly,False,0
MAP_INST_001_000682,MEN_INST_001_010,STU_INST_001_0682,2024-01-10,Active,2025-09-04,Behavioral Discussion,Weekly,SMS,Fortnightly,False,1
MAP_INST_001_000683,MEN_INST_001_011,STU_INST_001_0683,2024-07-14,Active,2025-09-02,Parent Meeting,Weekly,In Person,Fortnightly,True,1
MAP_INST_001_000684,MEN_INST_001_012,STU_INST_001_0684,2024-04-12,Active,2025-09-11,Parent Meeting,Monthly,WhatsApp,As Needed,False,3
MAP_INST_001_000685,MEN_INST_001_013,STU_INST_001_0685,2024-04-20,Active,2025-08-30,Academic Review,Daily,In Person,Fortnightly,False,0
MAP_INST_001_000686,MEN_INST_001_014,STU_INST_001_0686,2025-03-28,Active,2025-09-07,Counseling Session,Monthly,Email,Fortnightly,True,0
MAP_INST_001_000687,MEN_INST_001_015,STU_INST_001_0687,2025-05-23,Active,2025-08-31,Counseling Session,Weekly,WhatsApp,Monthly,False,2
MAP_INST_001_000688,MEN_INST_001_016,STU_INST_001_0688,2025-02-04,Active,2025-08-28,Parent Meeting,Weekly,SMS,Monthly,True,0
MAP_INST_001_000689,MEN_INST_001_017,STU_INST_001_0689,2023-11-14,Active,2025-09-11,Parent Meeting,Monthly,In Person,Fortnightly,True,2
MAP_INST_001_000690,MEN_INST_001_018,STU_INST_001_0690,2025-05-13,Active,2025-09-05,Counseling Session,Daily,SMS,As Needed,True,3
MAP_INST_001_000691,MEN_INST_001_019,STU_INST_001_0691,2025-02-17,Active,2025-08-31,Academic Review,Bi-weekly,Phone Call,Monthly,True,4
MAP_INST_001_000692,MEN_INST_001_020,STU_INST_001_0692,2024-10-27,Active,2025-09-07,Behavioral Discussion,Daily,Phone Call,As Needed,True,2
MAP_INST_001_000693,MEN_INST_001_021,STU_INST_001_0693,2023-10-22,Active,2025-08-27,Behavioral Discussion,Monthly,Email,Fortnightly,False,3
MAP_INST_001_000694,MEN_INST_001_022,STU_INST_001_0694,2025-03-11,Active,2025-09-04,Progress Update,Weekly,In Person,As Needed,True,3
MAP_INST_001_000695,MEN_INST_001_023,STU_INST_001_0695,2025-02-03,Active,2025-09-03,Parent Meeting,Bi-weekly,Email,As Needed,True,3
MAP_INST_001_000696,MEN_INST_001_024,STU_INST_001_0696,2024-05-27,Active,2025-09-10,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,True,3
MAP_INST_001_000697,MEN_INST_001_001,STU_INST_001_0697,2025-03-31,Active,2025-09-15,Parent Meeting,Daily,SMS,As Needed,True,0
MAP_INST_001_000698,MEN_INST_001_002,STU_INST_001_0698,2023-11-23,Active,2025-09-08,Parent Meeting,Weekly,Email,Monthly,False,4
MAP_INST_001_000699,MEN_INST_001_003,STU_INST_001_0699,2024-07-19,Active,2025-09-07,Counseling Session,Daily,Phone Call,Fortnightly,False,2
MAP_INST_001_000700,MEN_INST_001_004,STU_INST_001_0700,2024-09-27,Active,2025-08-31,Parent Meeting,Weekly,WhatsApp,Monthly,True,3
MAP_INST_001_000701,MEN_INST_001_005,STU_INST_001_0701,2023-11-11,Active,2025-09-03,Counseling Session,Monthly,SMS,Weekly,False,1
MAP_INST_001_000702,MEN_INST_001_006,STU_INST_001_0702,2025-07-07,Active,2025-09-13,Progress Update,Weekly,WhatsApp,Monthly,True,0
MAP_INST_001_000703,MEN_INST_001_007,STU_INST_001_0703,2024-09-03,Active,2025-09-08,Counseling Session,Bi-weekly,Phone Call,Fortnightly,False,4
MAP_INST_001_000704,MEN_INST_001_008,STU_INST_001_0704,2023-11-08,Active,2025-08-28,Progress Update,Weekly,Phone Call,Fortnightly,True,4
MAP_INST_001_000705,MEN_INST_001_009,STU_INST_001_0705,2024-10-07,Active,2025-09-06,Counseling Session,Weekly,Phone Call,As Needed,True,3
MAP_INST_001_000706,MEN_INST_001_010,STU_INST_001_0706,2024-09-29,Active,2025-08-28,Academic Review,Daily,In Person,Monthly,True,2
MAP_INST_001_000707,MEN_INST_001_011,STU_INST_001_0707,2025-02-28,Active,2025-09-13,Counseling Session,Monthly,SMS,Monthly,True,0
MAP_INST_001_000708,MEN_INST_001_012,STU_INST_001_0708,2024-11-19,Active,2025-09-05,Academic Review,Bi-weekly,SMS,Monthly,False,5
MAP_INST_001_000709,MEN_INST_001_013,STU_INST_001_0709,2024-05-10,Active,2025-08-31,Behavioral Discussion,Daily,WhatsApp,As Needed,False,1
MAP_INST_001_000710,MEN_INST_001_014,STU_INST_001_0710,2024-11-22,Active,2025-08-30,Behavioral Discussion,Monthly,WhatsApp,Monthly,True,0
MAP_INST_001_000711,MEN_INST_001_015,STU_INST_001_0711,2025-01-22,Active,2025-08-29,Academic Review,Bi-weekly,Phone Call,As Needed,True,3
MAP_INST_001_000712,MEN_INST_001_016,STU_INST_001_0712,2023-12-11,Active,2025-09-06,Academic Review,Weekly,In Person,Fortnightly,False,2
MAP_INST_001_000713,MEN_INST_001_017,STU_INST_001_0713,2024-06-20,Active,2025-09-13,Parent Meeting,Weekly,WhatsApp,Weekly,False,1
MAP_INST_001_000714,MEN_INST_001_018,STU_INST_001_0714,2023-11-30,Active,2025-09-01,Behavioral Discussion,Daily,Phone Call,As Needed,False,5
MAP_INST_001_000715,MEN_INST_001_019,STU_INST_001_0715,2023-11-01,Active,2025-09-04,Progress Update,Weekly,WhatsApp,Weekly,True,1
MAP_INST_001_000716,MEN_INST_001_020,STU_INST_001_0716,2024-03-23,Active,2025-08-27,Parent Meeting,Weekly,Email,Monthly,True,1
MAP_INST_001_000717,MEN_INST_001_021,STU_INST_001_0717,2025-04-03,Active,2025-08-27,Progress Update,Weekly,Email,Weekly,False,2
MAP_INST_001_000718,MEN_INST_001_022,STU_INST_001_0718,2024-10-04,Active,2025-09-09,Academic Review,Bi-weekly,Phone Call,As Needed,True,1
MAP_INST_001_000719,MEN_INST_001_023,STU_INST_001_0719,2023-10-22,Active,2025-09-11,Behavioral Discussion,Daily,WhatsApp,Fortnightly,True,2
MAP_INST_001_000720,MEN_INST_001_024,STU_INST_001_0720,2025-08-14,Active,2025-08-27,Behavioral Discussion,Monthly,Email,Monthly,False,2
MAP_INST_001_000721,MEN_INST_001_001,STU_INST_001_0721,2023-12-05,Active,2025-09-13,Parent Meeting,Weekly,SMS,Monthly,True,2
MAP_INST_001_000722,MEN_INST_001_002,STU_INST_001_0722,2024-10-05,Active,2025-09-10,Progress Update,Weekly,SMS,As Needed,False,2
MAP_INST_001_000723,MEN_INST_001_003,STU_INST_001_0723,2024-01-30,Active,2025-09-13,Progress Update,Monthly,WhatsApp,As Needed,True,2
MAP_INST_001_000724,MEN_INST_001_004,STU_INST_001_0724,2024-10-21,Active,2025-08-29,Counseling Session,Daily,In Person,Weekly,False,1
MAP_INST_001_000725,MEN_INST_001_005,STU_INST_001_0725,2024-09-11,Active,2025-09-04,Academic Review,Daily,SMS,Monthly,False,1
MAP_INST_001_000726,MEN_INST_001_006,STU_INST_001_0726,2023-12-31,Active,2025-09-05,Progress Update,Weekly,Phone Call,Weekly,False,0
MAP_INST_001_000727,MEN_INST_001_007,STU_INST_001_0727,2024-03-08,Active,2025-09-01,Progress Update,Monthly,SMS,Fortnightly,False,5
MAP_INST_001_000728,MEN_INST_001_008,STU_INST_001_0728,2024-09-24,Active,2025-08-26,Progress Update,Daily,Phone Call,Monthly,True,0
MAP_INST_001_000729,MEN_INST_001_009,STU_INST_001_0729,2025-08-03,Active,2025-09-13,Progress Update,Monthly,In Person,Monthly,True,3
MAP_INST_001_000730,MEN_INST_001_010,STU_INST_001_0730,2023-11-07,Active,2025-09-14,Academic Review,Monthly,Email,Monthly,True,2
MAP_INST_001_000731,MEN_INST_001_011,STU_INST_001_0731,2024-10-30,Active,2025-09-14,Behavioral Discussion,Weekly,Phone Call,As Needed,False,0
MAP_INST_001_000732,MEN_INST_001_012,STU_INST_001_0732,2023-10-19,Active,2025-09-06,Academic Review,Daily,WhatsApp,Weekly,False,5
MAP_INST_001_000733,MEN_INST_001_013,STU_INST_001_0733,2023-10-22,Active,2025-08-30,Behavioral Discussion,Monthly,In Person,Weekly,True,2
MAP_INST_001_000734,MEN_INST_001_014,STU_INST_001_0734,2024-03-15,Active,2025-08-29,Progress Update,Daily,SMS,Monthly,False,1
MAP_INST_001_000735,MEN_INST_001_015,STU_INST_001_0735,2024-11-01,Active,2025-09-03,Parent Meeting,Bi-weekly,Phone Call,As Needed,False,0
MAP_INST_001_000736,MEN_INST_001_016,STU_INST_001_0736,2024-08-25,Active,2025-09-03,Counseling Session,Daily,Email,Weekly,True,5
MAP_INST_001_000737,MEN_INST_001_017,STU_INST_001_0737,2025-06-14,Active,2025-08-31,Progress Update,Bi-weekly,Email,As Needed,True,2
MAP_INST_001_000738,MEN_INST_001_018,STU_INST_001_0738,2023-12-31,Active,2025-08-27,Parent Meeting,Daily,SMS,Weekly,True,4
MAP_INST_001_000739,MEN_INST_001_019,STU_INST_001_0739,2024-07-24,Active,2025-09-02,Counseling Session,Bi-weekly,In Person,Monthly,True,3
MAP_INST_001_000740,MEN_INST_001_020,STU_INST_001_0740,2024-08-31,Active,2025-09-11,Counseling Session,Bi-weekly,Phone Call,Monthly,True,3
MAP_INST_001_000741,MEN_INST_001_021,STU_INST_001_0741,2024-03-05,Active,2025-09-04,Counseling Session,Weekly,WhatsApp,Weekly,True,3
MAP_INST_001_000742,MEN_INST_001_022,STU_INST_001_0742,2024-09-29,Active,2025-08-28,Progress Update,Weekly,In Person,As Needed,True,4
MAP_INST_001_000743,MEN_INST_001_023,STU_INST_001_0743,2025-03-01,Active,2025-08-27,Parent Meeting,Monthly,WhatsApp,Weekly,True,3
MAP_INST_001_000744,MEN_INST_001_024,STU_INST_001_0744,2025-05-18,Active,2025-09-04,Academic Review,Bi-weekly,SMS,Monthly,False,0
MAP_INST_001_000745,MEN_INST_001_001,STU_INST_001_0745,2023-12-24,Active,2025-08-31,Progress Update,Daily,Phone Call,As Needed,False,1
MAP_INST_001_000746,MEN_INST_001_002,STU_INST_001_0746,2024-11-22,Active,2025-08-31,Progress Update,Bi-weekly,In Person,As Needed,False,4
MAP_INST_001_000747,MEN_INST_001_003,STU_INST_001_0747,2025-02-01,Active,2025-09-02,Progress Update,Weekly,In Person,As Needed,False,0
MAP_INST_001_000748,MEN_INST_001_004,STU_INST_001_0748,2025-04-29,Active,2025-08-30,Behavioral Discussion,Bi-weekly,Email,Monthly,True,2
MAP_INST_001_000749,MEN_INST_001_005,STU_INST_001_0749,2024-12-19,Active,2025-09-07,Behavioral Discussion,Bi-weekly,In Person,As Needed,True,4
MAP_INST_001_000750,MEN_INST_001_006,STU_INST_001_0750,2024-12-24,Active,2025-09-07,Parent Meeting,Daily,SMS,Fortnightly,True,3
MAP_INST_001_000751,MEN_INST_001_007,STU_INST_001_0751,2024-10-11,Active,2025-09-07,Progress Update,Bi-weekly,Phone Call,Monthly,False,3
MAP_INST_001_000752,MEN_INST_001_008,STU_INST_001_0752,2023-09-23,Active,2025-08-29,Counseling Session,Daily,Phone Call,Fortnightly,True,5
MAP_INST_001_000753,MEN_INST_001_009,STU_INST_001_0753,2023-11-03,Active,2025-08-29,Progress Update,Weekly,SMS,Weekly,False,0
MAP_INST_001_000754,MEN_INST_001_010,STU_INST_001_0754,2023-11-05,Active,2025-09-02,Counseling Session,Monthly,Phone Call,Fortnightly,False,2
MAP_INST_001_000755,MEN_INST_001_011,STU_INST_001_0755,2023-12-02,Active,2025-09-04,Progress Update,Weekly,WhatsApp,Weekly,True,4
MAP_INST_001_000756,MEN_INST_001_012,STU_INST_001_0756,2025-02-20,Active,2025-09-08,Behavioral Discussion,Weekly,SMS,Weekly,False,0
MAP_INST_001_000757,MEN_INST_001_013,STU_INST_001_0757,2024-03-07,Active,2025-09-12,Academic Review,Daily,Email,Monthly,True,4
MAP_INST_001_000758,MEN_INST_001_014,STU_INST_001_0758,2025-02-02,Active,2025-09-07,Parent Meeting,Daily,Phone Call,Monthly,True,4
MAP_INST_001_000759,MEN_INST_001_015,STU_INST_001_0759,2025-05-13,Active,2025-09-08,Behavioral Discussion,Weekly,SMS,Monthly,True,2
MAP_INST_001_000760,MEN_INST_001_016,STU_INST_001_0760,2024-11-24,Active,2025-08-27,Progress Update,Bi-weekly,Email,Monthly,True,3
MAP_INST_001_000761,MEN_INST_001_017,STU_INST_001_0761,2023-09-20,Active,2025-09-03,Behavioral Discussion,Bi-weekly,Phone Call,Fortnightly,True,1
MAP_INST_001_000762,MEN_INST_001_018,STU_INST_001_0762,2025-01-06,Active,2025-09-10,Behavioral Discussion,Weekly,Email,Monthly,False,4
MAP_INST_001_000763,MEN_INST_001_019,STU_INST_001_0763,2023-10-13,Active,2025-09-05,Parent Meeting,Daily,In Person,Weekly,True,3
MAP_INST_001_000764,MEN_INST_001_020,STU_INST_001_0764,2023-12-31,Active,2025-09-01,Parent Meeting,Daily,WhatsApp,Weekly,True,2
MAP_INST_001_000765,MEN_INST_001_021,STU_INST_001_0765,2025-01-13,Active,2025-09-13,Academic Review,Daily,In Person,Fortnightly,False,2
MAP_INST_001_000766,MEN_INST_001_022,STU_INST_001_0766,2025-05-02,Active,2025-09-05,Progress Update,Weekly,SMS,As Needed,False,5
MAP_INST_001_000767,MEN_INST_001_023,STU_INST_001_0767,2024-02-11,Active,2025-09-15,Behavioral Discussion,Bi-weekly,Phone Call,Monthly,False,1
MAP_INST_001_000768,MEN_INST_001_024,STU_INST_001_0768,2024-12-09,Active,2025-09-04,Academic Review,Monthly,Phone Call,As Needed,True,0
MAP_INST_001_000769,MEN_INST_001_001,STU_INST_001_0769,2024-05-04,Active,2025-09-05,Progress Update,Weekly,Phone Call,As Needed,False,2
MAP_INST_001_000770,MEN_INST_001_002,STU_INST_001_0770,2025-07-05,Active,2025-08-29,Progress Update,Monthly,Phone Call,Fortnightly,False,0
MAP_INST_001_000771,MEN_INST_001_003,STU_INST_001_0771,2024-01-06,Active,2025-09-02,Academic Review,Daily,In Person,Monthly,False,3
MAP_INST_001_000772,MEN_INST_001_004,STU_INST_001_0772,2024-04-13,Active,2025-09-11,Academic Review,Bi-weekly,Phone Call,Weekly,True,4
MAP_INST_001_000773,MEN_INST_001_005,STU_INST_001_0773,2025-02-04,Active,2025-09-16,Parent Meeting,Daily,In Person,Fortnightly,True,0
MAP_INST_001_000774,MEN_INST_001_006,STU_INST_001_0774,2024-01-31,Active,2025-09-09,Academic Review,Weekly,Email,As Needed,True,5
MAP_INST_001_000775,MEN_INST_001_007,STU_INST_001_0775,2023-12-29,Active,2025-09-13,Behavioral Discussion,Monthly,In Person,As Needed,True,3
MAP_INST_001_000776,MEN_INST_001_008,STU_INST_001_0776,2025-02-16,Active,2025-09-11,Behavioral Discussion,Daily,In Person,Fortnightly,False,3
MAP_INST_001_000777,MEN_INST_001_009,STU_INST_001_0777,2024-07-11,Active,2025-09-13,Academic Review,Monthly,Email,Weekly,False,2
MAP_INST_001_000778,MEN_INST_001_010,STU_INST_001_0778,2024-08-23,Active,2025-09-13,Counseling Session,Weekly,Phone Call,Fortnightly,True,5
MAP_INST_001_000779,MEN_INST_001_011,STU_INST_001_0779,2025-05-05,Active,2025-09-14,Progress Update,Weekly,In Person,As Needed,True,3
MAP_INST_001_000780,MEN_INST_001_012,STU_INST_001_0780,2023-10-31,Active,2025-09-13,Behavioral Discussion,Daily,Phone Call,Weekly,False,5
MAP_INST_001_000781,MEN_INST_001_013,STU_INST_001_0781,2025-06-08,Active,2025-09-13,Progress Update,Weekly,WhatsApp,Monthly,False,2
MAP_INST_001_000782,MEN_INST_001_014,STU_INST_001_0782,2023-12-30,Active,2025-08-31,Behavioral Discussion,Weekly,WhatsApp,Weekly,False,1
MAP_INST_001_000783,MEN_INST_001_015,STU_INST_001_0783,2023-11-03,Active,2025-09-16,Parent Meeting,Daily,Phone Call,Monthly,True,0
MAP_INST_001_000784,MEN_INST_001_016,STU_INST_001_0784,2024-10-24,Active,2025-08-27,Behavioral Discussion,Weekly,Phone Call,As Needed,True,2
MAP_INST_001_000785,MEN_INST_001_017,STU_INST_001_0785,2024-12-13,Active,2025-09-06,Academic Review,Monthly,Phone Call,As Needed,False,4
MAP_INST_001_000786,MEN_INST_001_018,STU_INST_001_0786,2025-04-20,Active,2025-09-07,Academic Review,Bi-weekly,Phone Call,Fortnightly,True,3
MAP_INST_001_000787,MEN_INST_001_019,STU_INST_001_0787,2025-02-11,Active,2025-09-08,Progress Update,Daily,SMS,Weekly,True,4
MAP_INST_001_000788,MEN_INST_001_020,STU_INST_001_0788,2024-10-23,Active,2025-09-13,Progress Update,Weekly,Email,Monthly,False,1
MAP_INST_001_000789,MEN_INST_001_021,STU_INST_001_0789,2023-12-12,Active,2025-09-09,Academic Review,Weekly,Email,Weekly,True,5
